ID,Study_ID,Author,Affiliation ID,Affiliation,City,Country
2362,559,Savage K.O.,60006448,University of Lagos,Lagos,Nigeria
2363,560,Ogundana O.M.,60006448,University of Lagos,Lagos,Nigeria
2364,560,Effiom O.A.,60006448,University of Lagos,Lagos,Nigeria
2365,560,Odukoya O.,60006448,University of Lagos,Lagos,Nigeria
2366,561,Anyasodor A.E.,60001248,Charles Sturt University,Bathurst,Australia
2367,561,Nwose E.U.,60001248,Charles Sturt University,Bathurst,Australia
2368,561,Nwose E.U.,60271073,Novena University,Kwale,Nigeria
2369,561,Bwititi P.T.,60001248,Charles Sturt University,Bathurst,Australia
2370,561,Aganbi E.,60010277,Delta State University Nigeria,Abraka,Nigeria
2371,561,Richards R.S.,60001248,Charles Sturt University,Bathurst,Australia
2372,561,Mudiaga L.I.,101206103,Eku Baptist Hospital,,Nigeria
2373,561,Oguoma V.M.,60004655,Charles Darwin University,Darwin,Australia
2374,561,Enemchukwu S.C.,60271073,Novena University,Kwale,Nigeria
2375,562,Taiwo O.O.,100373747,Regional Centre for Oral Health Research and Training Initiatives (RCORTI) for Africa,Jos,Nigeria
2376,562,Panas R.M.,60033370,Walden University,Minneapolis,United States
2377,563,Loots E.,60031592,Inkosi Albert Luthuli Central Hospital,Durban,South Africa
2378,563,Loots E.,60010499,University of KwaZulu-Natal,Durban,South Africa
2379,563,Sartorius B.,60010499,University of KwaZulu-Natal,Durban,South Africa
2380,563,Sartorius B.,60010499,University of KwaZulu-Natal,Durban,South Africa
2381,563,Madiba T.E.,60031592,Inkosi Albert Luthuli Central Hospital,Durban,South Africa
2382,563,Madiba T.E.,60010499,University of KwaZulu-Natal,Durban,South Africa
2383,563,Madiba T.E.,60010499,University of KwaZulu-Natal,Durban,South Africa
2384,563,Mulder C.J.J.,60001997,Amsterdam UMC - Vrije Universiteit Amsterdam,Amsterdam,Netherlands
2385,563,Clarke D.L.,60002647,Grey's Hospital Pietermaritzburg,Pietermaritzburg,South Africa
2386,563,Clarke D.L.,60016218,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
2387,564,Teshome A.,60087393,University of Gondar,Gondar,Ethiopia
2388,564,Andualem G.,60087393,University of Gondar,Gondar,Ethiopia
2389,564,Tsegie R.,60087393,University of Gondar,Gondar,Ethiopia
2390,564,Seifu S.,60104681,Mekelle University,Makale,Ethiopia
2391,565,Kaboré W.A.D.,119318177,University of Ouaga 2,Ouagadougou,Burkina Faso
2392,565,Chevalier V.,60019762,Université de Brest (UBO),Brest,France
2393,565,Gnagne-Koffi Y.,60071952,University of Cocody,Abidjan,Cote d'Ivoire
2394,565,Ouédraogo C.D.W.,119723784,Municipal Oral Health Center of Ouagadougou,Ouagadougou,Burkina Faso
2395,565,Ndiaye D.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
2396,565,Faye B.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
2397,566,Taiwo A.O.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2398,566,Braimah R.O.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2399,566,Ibikunle A.A.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2400,566,Obileye M.F.,60026284,Lagos State University Teaching Hospital,Lagos,Nigeria
2401,566,Jiya N.M.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2402,566,Sahabi S.M.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2403,566,Jaja I.K.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2404,567,Anyanechi C.E.,60021765,University of Calabar,Calabar,Nigeria
2405,567,Ekabua K.J.,60021765,University of Calabar,Calabar,Nigeria
2406,567,Ekpenyong A.B.,60021765,University of Calabar,Calabar,Nigeria
2407,567,Ekabua J.E.,60021765,University of Calabar,Calabar,Nigeria
2408,568,Lawal A.O.,60006270,University of Ibadan,Ibadan,Nigeria
2409,568,Adisa A.O.,60006270,University of Ibadan,Ibadan,Nigeria
2410,568,Effiom O.A.,60006448,University of Lagos,Lagos,Nigeria
2411,569,Anslem O.,114043960,Nigerian Air Force Base,Kaduna,Nigeria
2412,569,Eyituoyo O.,60025593,Lagos State University,Lagos,Nigeria
2413,569,Olabode O.V.,60025593,Lagos State University,Lagos,Nigeria
2414,569,Ademola O.A.,60025593,Lagos State University,Lagos,Nigeria
2415,569,Adesina A.O.,106944727,General Hospital,Lagos,Nigeria
2416,570,Rajonson N.,60102125,Université de Bordeaux,Bordeaux,France
2417,570,Rajonson N.,60000905,Inserm,Paris,France
2418,570,Meless D.,60071952,University of Cocody,Abidjan,Cote d'Ivoire
2419,570,Meless D.,60071940,Centre Hospitalier Universitaire de Treichville,Abidjan,Cote d'Ivoire
2420,570,Ba B.,114193651,Centre d'Odonto-Stomatologie,Bamako,Mali
2421,570,Faye M.,60091459,Hopital d'Enfants Albert-Royer Dakar,Dakar,Senegal
2422,570,Diby J.S.,112946523,Yopougon Attié Hospital,Abidjan,Cote d'Ivoire
2423,570,N'zore S.,60071952,University of Cocody,Abidjan,Cote d'Ivoire
2424,570,Datté S.,60071952,University of Cocody,Abidjan,Cote d'Ivoire
2425,570,Diecket L.,60071941,Centre Hospitalier Universitaire de Yopougon,Abidjan,Cote d'Ivoire
2426,570,N'Diaye C.,60071987,Hopital Gabriel Toure,Bamako,Mali
2427,570,Aka E.A.,108138304,CePReF-enfants,Abidjan,Cote d'Ivoire
2428,570,Kouakou K.,100855080,CIRBA,Abidjan,Cote d'Ivoire
2429,570,Ba A.,60091459,Hopital d'Enfants Albert-Royer Dakar,Dakar,Senegal
2430,570,Ekouévi D.K.,60071940,Centre Hospitalier Universitaire de Treichville,Abidjan,Cote d'Ivoire
2431,570,Dabis F.,60000905,Inserm,Paris,France
2432,570,Dabis F.,60102125,Université de Bordeaux,Bordeaux,France
2433,570,Shiboski C.,60023691,"University of California, San Francisco",San Francisco,United States
2434,570,Arrivé E.,60102125,Université de Bordeaux,Bordeaux,France
2435,570,Arrivé E.,60000905,Inserm,Paris,France
2436,571,Ibiyemi O.,60006270,University of Ibadan,Ibadan,Nigeria
2437,571,Idiga E.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2438,572,Turton M.,60031569,University of the Western Cape,Bellville,South Africa
2439,572,Africa C.,60031569,University of the Western Cape,Bellville,South Africa
2440,573,Fomete B.,60010799,Ahmadu Bello University,Zaria,Nigeria
2441,573,Agbara R.,60028601,University of Jos,Jos,Nigeria
2442,573,Osunde O.D.,60021765,University of Calabar,Calabar,Nigeria
2443,573,Ogbeifun J.O.,60031743,Federal Medical Centre Nigeria,,Nigeria
2444,574,Andersson P.,60006261,Högskolan Kristianstad,Kristianstad,Sweden
2445,574,Kavakure J.,118323549,National Dental Care Skåne,,Sweden
2446,574,Lingström P.,60027675,Sahlgrenska Akademin,Gothenburg,Sweden
2447,575,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2448,575,Folayan M.O.,115204497,Oral Habit Study Group,Ife,Nigeria
2449,575,Folayan M.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2450,575,Kolawole K.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
2451,575,Kolawole K.A.,115204497,Oral Habit Study Group,Ife,Nigeria
2452,575,Kolawole K.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2453,575,Oziegbe E.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2454,575,Oziegbe E.O.,115204497,Oral Habit Study Group,Ife,Nigeria
2455,575,Oziegbe E.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2456,575,Oyedele T.A.,115204497,Oral Habit Study Group,Ife,Nigeria
2457,575,Oyedele T.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2458,575,Agbaje H.O.,115204497,Oral Habit Study Group,Ife,Nigeria
2459,575,Agbaje H.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2460,575,Onjejaka N.K.,115204497,Oral Habit Study Group,Ife,Nigeria
2461,575,Onjejaka N.K.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2462,575,Oshomoji V.O.,115204497,Oral Habit Study Group,Ife,Nigeria
2463,575,Oshomoji V.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2464,576,Osunde O.,60021765,University of Calabar,Calabar,Nigeria
2465,576,Anyanechi C.,60021765,University of Calabar,Calabar,Nigeria
2466,576,Bassey G.,60021765,University of Calabar,Calabar,Nigeria
2467,577,Nagalo K.,112633094,Service de Pédiatrie Clinique El Fateh-Suka,Ouagadougou,Burkina Faso
2468,577,Nagalo K.,60072104,University of Ouagadougou,Ouagadougou,Burkina Faso
2469,577,Ouédraogo I.,60072104,University of Ouagadougou,Ouagadougou,Burkina Faso
2470,577,Ouédraogo I.,112982003,Charles de Gaulle Pediatric University Hospital,Ouagadougou,Burkina Faso
2471,577,Laberge J.M.,119676506,"Mission Sourires d'Afrique""",Montreal,Canada
2472,577,Laberge J.M.,60027213,"Centre Universitaire de Santé McGill, Hôpital de Montreal Pour Enfants",Montreal,Canada
2473,577,Caouette-Laberge L.,119676506,"Mission Sourires d'Afrique""",Montreal,Canada
2474,577,Caouette-Laberge L.,60009507,University of Montreal,Montreal,Canada
2475,577,Turgeon J.,119676506,"Mission Sourires d'Afrique""",Montreal,Canada
2476,577,Turgeon J.,60009507,University of Montreal,Montreal,Canada
2477,578,Reddy M.,60010499,University of KwaZulu-Natal,Durban,South Africa
2478,578,Singh S.,60010499,University of KwaZulu-Natal,Durban,South Africa
2479,579,Crittenden A.N.,60031892,"University of Nevada, Las Vegas",Las Vegas,United States
2480,579,Sorrentino J.,119279590,D.M.D. Family and Cosmetic Dentistry,New York,United States
2481,579,Moonie S.A.,60031892,"University of Nevada, Las Vegas",Las Vegas,United States
2482,579,Peterson M.,119279358,Dorobo Fund,Arusha,Tanzania
2483,579,Mabulla A.,60071577,University of Dar es Salaam,Dar Es Salaam,Tanzania
2484,579,Ungar P.S.,60004862,University of Arkansas,Fayetteville,United States
2485,580,Reinprecht S.,60021902,University of Pretoria,Pretoria,South Africa
2486,580,van Staden P.J.,60021902,University of Pretoria,Pretoria,South Africa
2487,580,Jordaan J.,60021902,University of Pretoria,Pretoria,South Africa
2488,580,Bernitz H.,60021902,University of Pretoria,Pretoria,South Africa
2489,581,Kebede B.,60071196,Jimma University,Jimma,Ethiopia
2490,581,Tare D.,60071196,Jimma University,Jimma,Ethiopia
2491,581,Bogale B.,60139101,St. Paul‘s Hospital Millennium Medical College,Addis Ababa,Ethiopia
2492,581,Alemseged F.,60071196,Jimma University,Jimma,Ethiopia
2493,582,Olojede A.C.O.,60006448,University of Lagos,Lagos,Nigeria
2494,582,Effiom O.A.,60006448,University of Lagos,Lagos,Nigeria
2495,582,Adisa A.O.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2496,582,Akinshipo A.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2497,582,Olawuyi A.B.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2498,582,Soyele O.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2499,582,Lawal A.O.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2500,583,Frimpong P.,115737716,Brong Ahafo Regional Hospital,Sunyani,Ghana
2501,583,Amponsah E.K.,115737716,Brong Ahafo Regional Hospital,Sunyani,Ghana
2502,583,Abebrese J.,115737716,Brong Ahafo Regional Hospital,Sunyani,Ghana
2503,583,Kim S.M.,115737716,Brong Ahafo Regional Hospital,Sunyani,Ghana
2504,583,Kim S.M.,60013682,Seoul National University,Seoul,South Korea
2505,584,Teshome A.,60087393,University of Gondar,Gondar,Ethiopia
2506,584,Muche A.,60087393,University of Gondar,Gondar,Ethiopia
2507,585,Esan T.,60011031,Obafemi Awolowo University,Ife,Nigeria
2508,585,Schepartz L.A.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
2509,585,Schepartz L.A.,60006297,University of Pennsylvania,Philadelphia,United States
2510,586,Adeniyi A.,122369185,Faculty of Dentistry,Lagos,Nigeria
2511,586,Odusanya O.,112324043,Faculty of Science,Lagos,Nigeria
2512,587,Baratti-Mayer D.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2513,587,Baratti-Mayer D.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2514,587,Gayet-Ageron A.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2515,587,Gayet-Ageron A.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2516,587,Gayet-Ageron A.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2517,587,Cionca N.,60004718,Université de Genève,Geneva,Switzerland
2518,587,Mossi M.A.,122437198,Dental Clinic Cabinet du Plateau,,Niger
2519,587,Pittet D.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2520,587,Pittet D.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2521,587,Mombelli A.,60009963,Hôpitaux Universitaires de Genève,Geneva,Switzerland
2522,587,Mombelli A.,60004718,Université de Genève,Geneva,Switzerland
2523,588,Ajayi D.M.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
2524,588,Gbadebo S.O.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
2525,588,Abiodun-Solanke I.M.F.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
2526,589,Omitola O.G.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2527,589,Soyele O.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2528,589,Sigbeku O.,60006270,University of Ibadan,Ibadan,Nigeria
2529,589,Okoh D.,60021765,University of Calabar,Calabar,Nigeria
2530,589,Akinshipo A.O.,60006448,University of Lagos,Lagos,Nigeria
2531,589,Butali A.,60024324,University of Iowa,Iowa City,United States
2532,589,Adeola H.A.,60031569,University of the Western Cape,Bellville,South Africa
2533,589,Adeola H.A.,60010932,Faculty of Health Sciences,Cape Town,South Africa
2534,590,Lawal F.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2535,590,Alade O.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2536,591,Taiwo A.O.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2537,591,Ibikunle A.A.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2538,591,Braimah R.O.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2539,591,Sulaiman O.A.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2540,591,Gbotolorun O.M.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2541,592,Thema L.K.,60010499,University of KwaZulu-Natal,Durban,South Africa
2542,592,Singh S.,60010499,University of KwaZulu-Natal,Durban,South Africa
2543,592,Singh S.,60020790,College of Health Sciences,Durban,South Africa
2544,593,Bankole O.,60006270,University of Ibadan,Ibadan,Nigeria
2545,593,Lawal F.,60006270,University of Ibadan,Ibadan,Nigeria
2546,594,Raj Kumar V.,60106293,Jazan University,Jazan,Saudi Arabia
2547,594,Yadav P.,113162662,ESIC Dental College and Hospital,New Delhi,India
2548,594,Kahsu E.,60072858,Orotta School of Medicine,Asmara,Eritrea
2549,594,Girkar F.,100804446,Institute of Dental Studies and Technologies,Ghaziabad,India
2550,594,Chakraborty R.,100804446,Institute of Dental Studies and Technologies,Ghaziabad,India
2551,595,Mtaya M.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
2552,595,Brudvik P.,60029622,Universitetet i Bergen,Bergen,Norway
2553,595,Astrom A.,60029622,Universitetet i Bergen,Bergen,Norway
2554,596,Bationo R.,118294160,Medical Center of General Aboubacar Sangoulé Lamizana,,Burkina Faso
2555,596,Guiguimdé W.P.L.,118293667,University Ouaga I Professor Joseph KI-ZERBO,,Burkina Faso
2556,596,Ouédraogo H.,118294160,Medical Center of General Aboubacar Sangoulé Lamizana,,Burkina Faso
2557,596,Somé B.,118294160,Medical Center of General Aboubacar Sangoulé Lamizana,,Burkina Faso
2558,597,Jibiri N.N.,60006270,University of Ibadan,Ibadan,Nigeria
2559,597,Adeleye B.,60006270,University of Ibadan,Ibadan,Nigeria
2560,597,Kolude B.,60006270,University of Ibadan,Ibadan,Nigeria
2561,598,Kayombo C.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
2562,598,Mumghamba E.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
2563,599,Ibiyemi O.,60006270,University of Ibadan,Ibadan,Nigeria
2564,599,Ibiyemi T.,60031743,Federal Medical Centre Nigeria,,Nigeria
2565,599,Taiwo J.,60006270,University of Ibadan,Ibadan,Nigeria
2566,600,Maduakor S.N.,60025390,University of Nigeria,Naukka,Nigeria
2567,600,Nwoga M.C.,60025390,University of Nigeria,Naukka,Nigeria
2568,601,Eshete M.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2569,601,Eshete M.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2570,601,Eshete M.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2571,601,Butali A.,60024324,University of Iowa,Iowa City,United States
2572,601,Deressa W.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2573,601,Pagan-Rivera K.,60024324,University of Iowa,Iowa City,United States
2574,601,Hailu T.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2575,601,Abate F.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2576,601,Abate F.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2577,601,Mohammed I.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2578,601,Demissie Y.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2579,601,Hailu A.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2580,601,Hailu A.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2581,601,Dawson D.V.,60024324,University of Iowa,Iowa City,United States
2582,601,Deribew M.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
2583,601,Gessese M.,118258730,Yekatit 12 Hospital Medical College,Addis Ababa,Ethiopia
2584,601,Gravem P.E.,60030280,Haukeland Universitetssjukehus,Bergen,Norway
2585,601,Mossey P.,60008877,University of Dundee,Dundee,United Kingdom
2586,602,Ouédraogo D.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2587,602,Tiendrébéogo J.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2588,602,Guiguimdé P.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2589,602,Nikiéma P.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2590,602,Ouédraogo D.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2591,602,Kaboré F.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2592,602,Zongo E.,60072111,Centre Hospitalier Universitaire Yalgado Ouedraogo,Ouagadougou,Burkina Faso
2593,602,Hayem G.,60003335,"Hopital Ambroise Pare, Boulogne-Billancourt",Boulogne-Billancourt,France
2594,603,Adeniyi A.A.,60025593,Lagos State University,Lagos,Nigeria
2595,603,Oyapero A.,60025593,Lagos State University,Lagos,Nigeria
2596,604,Ernesta K.,60072923,Ministry of Health Seychelles,Mahe,Seychelles
2597,605,Okoh D.S.,60031743,Federal Medical Centre Nigeria,,Nigeria
2598,605,Akinshipo A.O.,60006448,University of Lagos,Lagos,Nigeria
2599,605,Butali A.,60024324,University of Iowa,Iowa City,United States
2600,605,Omitola O.G.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2601,605,Sigbeku O.F.,60006270,University of Ibadan,Ibadan,Nigeria
2602,605,Soyele O.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2603,605,Osunde O.D.,60021765,University of Calabar,Calabar,Nigeria
2604,605,Taiwo A.O.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2605,605,Ibikunle A.A.,60032480,Usmanu Danfodiyo University,Sokoto,Nigeria
2606,605,Omeje K.U.,60104685,Aminu Kano Teaching Hospital,Kano,Nigeria
2607,605,Lawal A.O.,60006270,University of Ibadan,Ibadan,Nigeria
2608,605,Fomete B.,60010799,Ahmadu Bello University,Zaria,Nigeria
2609,605,Adeola H.A.,60031569,University of the Western Cape,Bellville,South Africa
2610,605,Adeola H.A.,60003757,Groote Schuur Hospital,Observatory,South Africa
2611,606,Umanah A.U.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2612,606,Otakhoigbogie U.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2613,606,Soroye M.O.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2614,607,Kimotho S.G.,60108773,"United States International University, Africa",Nairobi,Kenya
2615,607,Macharia F.N.,60070346,Daystar University,Nairobi,Kenya
2616,608,Coker M.O.,60016226,Rutgers School of Dental Medicine,Newark,United States
2617,608,Coker M.O.,60012957,University of Maryland School of Medicine,Baltimore,United States
2618,608,Coker M.O.,60078170,Institute of Human Virology - Nigeria,Abuja,Nigeria
2619,608,Mongodin E.F.,60012957,University of Maryland School of Medicine,Baltimore,United States
2620,608,El-Kamary S.S.,60012957,University of Maryland School of Medicine,Baltimore,United States
2621,608,Akhigbe P.,60078170,Institute of Human Virology - Nigeria,Abuja,Nigeria
2622,608,Obuekwe O.,60017980,University of Benin,Benin,Nigeria
2623,608,Omoigberale A.,60017980,University of Benin,Benin,Nigeria
2624,608,Langenberg P.,60012957,University of Maryland School of Medicine,Baltimore,United States
2625,608,Enwonwu C.,60019720,University of Maryland Dental School,Baltimore,United States
2626,608,Hittle L.,60012957,University of Maryland School of Medicine,Baltimore,United States
2627,608,Blattner W.A.,60012957,University of Maryland School of Medicine,Baltimore,United States
2628,608,Blattner W.A.,60012957,University of Maryland School of Medicine,Baltimore,United States
2629,608,Charurat M.,60012957,University of Maryland School of Medicine,Baltimore,United States
2630,608,Charurat M.,60012957,University of Maryland School of Medicine,Baltimore,United States
2631,609,Molete M.,60016218,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
2632,609,Stewart A.,60016218,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
2633,609,Igumbor J.,60012841,Wits School of Public Health,Johannesburg,South Africa
2634,610,Makanjuola J.O.,60006448,University of Lagos,Lagos,Nigeria
2635,610,Umesi D.C.,60006448,University of Lagos,Lagos,Nigeria
2636,610,Umesi D.C.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2637,610,Ndukwe A.N.,60025390,University of Nigeria,Naukka,Nigeria
2638,610,Enone L.L.,60026284,Lagos State University Teaching Hospital,Lagos,Nigeria
2639,610,Sotunde O.A.,60004465,Bayero University,Kano,Nigeria
2640,610,Omo J.O.,60017980,University of Benin,Benin,Nigeria
2641,610,Idon P.I.,60013763,University of Maiduguri,Maiduguri,Nigeria
2642,610,Alalade O.,60104685,Aminu Kano Teaching Hospital,Kano,Nigeria
2643,610,Adebayo G.E.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
2644,610,Ekowmwnhenhen U.I.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2645,610,Arotiba G.T.,60006448,University of Lagos,Lagos,Nigeria
2646,610,Arotiba G.T.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2647,611,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
2648,611,Oginni A.B.,124276844,Innovative Aid,Abuja,Nigeria
2649,611,El Tantawi M.,60274385,Faculty of Dentistry,Alexandria,Egypt
2650,611,Alade M.,60025593,Lagos State University,Lagos,Nigeria
2651,611,Adeniyi A.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2652,611,Finlayson T.L.,60018926,San Diego State University,San Diego,United States
2653,612,Fadnes L.T.,60029622,Universitetet i Bergen,Bergen,Norway
2654,612,Fadnes L.T.,60030280,Haukeland Universitetssjukehus,Bergen,Norway
2655,612,Tumwine J.K.,60071678,"School of Medicine, Makerere University College of Health Sciences",Kampala,Uganda
2656,613,Ayele B.A.,60071182,School of Medicine,Addis Ababa,Ethiopia
2657,613,Mengesha A.T.,60071182,School of Medicine,Addis Ababa,Ethiopia
2658,613,Zewde Y.Z.,60071182,School of Medicine,Addis Ababa,Ethiopia
2659,614,Olatunya O.S.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2660,614,Olatunya O.S.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2661,614,Adeniyi A.T.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2662,614,Adeniyi A.T.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2663,614,Babatola A.O.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2664,614,Babatola A.O.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2665,614,Fatunla O.A.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2666,614,Olajuyin O.A.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2667,614,Ogundare E.O.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2668,614,Ogundare E.O.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2669,614,Komolafe A.K.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2670,614,Fadare J.O.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2671,614,Oyelami O.A.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2672,614,Oyelami O.A.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
2673,615,Nepaul P.,60020790,College of Health Sciences,Durban,South Africa
2674,615,Mahomed O.,60020790,College of Health Sciences,Durban,South Africa
2675,616,Isiekwe I.G.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2676,616,Adeyemi T.E.,60104685,Aminu Kano Teaching Hospital,Kano,Nigeria
2677,616,Aikins E.A.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
2678,616,Umeh O.D.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2679,617,Folayan M.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2680,617,Alade M.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
2681,617,Adeniyi A.,60025593,Lagos State University,Lagos,Nigeria
2682,617,El Tantawi M.,60274385,Faculty of Dentistry,Alexandria,Egypt
2683,617,Finlayson T.L.,60018926,San Diego State University,San Diego,United States
2684,618,Jooma Z.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
2685,618,Perrie H.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
2686,618,Scribante J.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
2687,618,Kleyenstuber T.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
2688,619,Adekunle A.A.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
2689,619,Adamson O.,60006448,University of Lagos,Lagos,Nigeria
2690,619,James O.,60006448,University of Lagos,Lagos,Nigeria
2691,619,Ogunlewe O.M.,60006448,University of Lagos,Lagos,Nigeria
2692,619,Butali A.,60024324,University of Iowa,Iowa City,United States
2693,619,Adeyemo W.L.,60006448,University of Lagos,Lagos,Nigeria
2694,620,Enabulele J.E.,60017980,University of Benin,Benin,Nigeria
2695,620,Omo J.O.,60017980,University of Benin,Benin,Nigeria
2696,621,Tolessa M.,60071196,Jimma University,Jimma,Ethiopia
2697,621,Singel A.T.,60071196,Jimma University,Jimma,Ethiopia
