ID,TI,DO,UR,PY
639,"Nigeria′s street children, epitome of oral health disparity and inequality",10.11604/PAMJ.2020.36.77.20404,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089322843&doi=10.11604%2fPAMJ.2020.36.77.20404&partnerID=40&md5=b7c38afc1f283e6cfca298f12a3a9e0d,2020
640,"The prevalence, risk factors and antifungal sensitivity pattern of oral candidiasis in hiv/aids patients in Kumba District Hospital, South West Region, Cameroon",10.11604/pamj.2020.36.23.18202,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088567446&doi=10.11604%2fpamj.2020.36.23.18202&partnerID=40&md5=822143da49d451b6fe87767fd717ebed,2020
641,Locally advanced orofacial malignancy: Synopsis of inoperable lesions at an urban tertiary health facility in Nigeria,10.4103/njcp.njcp_607_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084277321&doi=10.4103%2fnjcp.njcp_607_19&partnerID=40&md5=f1ca17543461895deac73ce80c3fe81a,2020
642,Demineralization preventive practices among Nigerian orthodontists-An evidence-based approach?,10.4103/njcp.njcp_315_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084276503&doi=10.4103%2fnjcp.njcp_315_19&partnerID=40&md5=7dcdaba41340506b8ebb1b641cd8b3c3,2020
643,A 5-year retrospective evaluation of undergraduate dental research projects in a Nigerian University: Graduates' perceptions of their learning experiences,10.1111/eje.12497,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079065386&doi=10.1111%2feje.12497&partnerID=40&md5=8bb4f13dc04c8cb7ce339708fdd13b4a,2020
644,Periodontal and dental conditions of a school population in a volcanic region of tanzania with highly fluoridated community drinking water,10.4314/ahs.v20i1.54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085173713&doi=10.4314%2fahs.v20i1.54&partnerID=40&md5=5c783e664f628e1a20100067efcbfe59,2020
645,The prevalence of noma in northwest Nigeria,10.1136/bmjgh-2019-002141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083468929&doi=10.1136%2fbmjgh-2019-002141&partnerID=40&md5=66aae2d727bc5e341cb51b77e39a0338,2020
646,Health Information Seeking Through Social Media and Search Engines by Parents of Children With Orofacial Cleft in Nigeria,10.1177/1055665619884447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074688626&doi=10.1177%2f1055665619884447&partnerID=40&md5=458722dda5f9c9c7433ada97194d506a,2020
647,Caries experience and oral health related quality of life in a cohort of Ugandan HIV-1 exposed uninfected children compared with a matched cohort of HIV unexposed uninfected children,10.1186/s12889-020-08564-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082790902&doi=10.1186%2fs12889-020-08564-1&partnerID=40&md5=b8f038441c3de26c94bfff843794eed9,2020
648,"Burden of tobacco, kola nut and alcohol consumption and its association with periodontal disease, potentially malignant lesions and quality of life among bus drivers, Lagos State, Nigeria",10.18332/popmed/118726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124839545&doi=10.18332%2fpopmed%2f118726&partnerID=40&md5=06e1b5b2f336adfb5087dfbd001ceb52,2020
649,"Prevalence, severity and factors associated with dental caries among school adolescents in Uganda: A cross-sectional study",10.1590/0103-6440202002841,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086476655&doi=10.1590%2f0103-6440202002841&partnerID=40&md5=def0b29db6dc9bcb51cfd73e1e49a956,2020
650,Ameloblastoma of the jaws in children: An evaluation of cases seen in a tertiary hospital in South-Eastern Nigeria,10.4314/gmj.v54i1.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086088918&doi=10.4314%2fgmj.v54i1.6&partnerID=40&md5=dcf75d0ec235a626945e0ea836429947,2020
651,Caries impact on quality of life among visually impaired adolescents: A cross-sectional study,10.1111/scd.12447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077862087&doi=10.1111%2fscd.12447&partnerID=40&md5=3263bba0846a6c272f8d1b975b67436b,2020
652,Evaluation of the reliability and validity of the Early Childhood Oral Health Impact Scale (ECOHIS) questionnaire translated into Malagasy,10.1186/s12955-020-01296-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080894771&doi=10.1186%2fs12955-020-01296-1&partnerID=40&md5=42c2c9dd202d9c5e6638c5b88032b80b,2020
653,"Prevalence of dental caries in deciduous teeth and oral health related quality of life among preschool children aged 4-6 years in Kisarawe, Tanzania",10.1186/s12903-020-1032-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079240739&doi=10.1186%2fs12903-020-1032-x&partnerID=40&md5=d5c89fd213c4ce937d2d1d519a223f76,2020
654,Prevalence of oral mucosal lesions and relation to serum cotinine levels—findings from a cross- sectional study in South Africa,10.3390/ijerph17031065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079145217&doi=10.3390%2fijerph17031065&partnerID=40&md5=c9670f0f68bc1c2cd797d4c87222b5e1,2020
655,Association of maternal HIV-1 severity with dental caries: an observational study of uninfected 5- to 7-yr-old children of HIV-1-infected mothers without severe immune suppression,10.1111/eos.12669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078665142&doi=10.1111%2feos.12669&partnerID=40&md5=b22290e0ac494ffaab9a9b4d84e1c7d3,2020
656,Oral status of HIV-infected children aged 12 years or younger who attended a Paediatric Infectious Diseases Clinic in Cape Town,10.1002/cre2.251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075021945&doi=10.1002%2fcre2.251&partnerID=40&md5=966630137ef7a3028b2c8767340971c2,2020
657,"Association between water, sanitation, general hygiene and oral hygiene practices of street-involved young people in Southwest Nigeria",10.1186/s12903-020-1022-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078818484&doi=10.1186%2fs12903-020-1022-z&partnerID=40&md5=9dab1d2fdafdb186940955334624ab3c,2020
658,"Analysis of salivary level Lactobacillus spp. And associated factors as determinants of dental caries amongst primary school children in Harar town, eastern Ethiopia",10.1186/s12887-020-1921-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077990043&doi=10.1186%2fs12887-020-1921-9&partnerID=40&md5=e9ac41231be1ec5e7a200005fd5a5867,2020
659,"OROFACIAL INJURIES AMONGST COMMERCIAL MOTORCYCLISTS, DRIVERS, AND BUS CONDUCTORS IN THREE RURAL COMMUNITIES, SOUTH-WESTERN NIGERIA",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138855770&partnerID=40&md5=04a759c48044e6925b1df116937b4db0,2020
660,"Generally, the elderly are more dentally anxious than younger folks: A short report from a clinical study in Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107291135&partnerID=40&md5=c34f5387c9833bcb422dde48aca3e366,2020
661,The prevalence of denture related mucosa lesions among patients managed in a Nigerian teaching hospital,10.11604/pamj.2020.37.358.22194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103807673&doi=10.11604%2fpamj.2020.37.358.22194&partnerID=40&md5=c2f552d6ae6e62bf1ae132bf733ba7f2,2020
662,Epidemiology of orofacial clefts in rwanda,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103272321&partnerID=40&md5=2f4e9eb914753647ae15ea1f6a0c18cb,2020
663,"Association between dental caries, odontogenic infections, oral hygiene status and anthropometric measurements of children in Lagos, Nigeria",10.20396/BJOS.V19I0.8661431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099915896&doi=10.20396%2fBJOS.V19I0.8661431&partnerID=40&md5=1eec7d31f849da6af41b797719208823,2020
664,Self-reported halitosis and oral health related quality of life in adolescent students from a suburban community in Nigeria,10.4314/ahs.v20i4.62,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098074209&doi=10.4314%2fahs.v20i4.62&partnerID=40&md5=8fb290626a2b08e8b97a9b98a1d65c7b,2020
665,"Relationship between socio-demographic profile, parity and dental caries among a group of nursing mothers in south east, Nigeria",10.1590/pboci.2021.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097926931&doi=10.1590%2fpboci.2021.014&partnerID=40&md5=5e0c41b66a24ec58351dbfc15a841fb0,2020
666,Periodontal disease status and associated risk factors in patients attending a tertiary hospital in Northwest Ethiopia,10.2147/CCIDE.S282727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095953587&doi=10.2147%2fCCIDE.S282727&partnerID=40&md5=ef59dc63797bdf857a07485e3960d412,2020
667,"Human Papillomavirus Prevalence in Oral and Oropharyngeal Rinse and Gargle Specimens of Dental Patients and of an HIV-Positive Cohort from Pretoria, South Africa",10.1155/2020/2395219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091463271&doi=10.1155%2f2020%2f2395219&partnerID=40&md5=2e13966c084e11e7f32328f3e48f83e8,2020
668,Prevalence of tooth decay and associated factors among ethiopian patients,10.1590/pboci.2020.053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088805681&doi=10.1590%2fpboci.2020.053&partnerID=40&md5=cebe9fb867ba5db702618803bd364d70,2020
669,Effectiveness of an oral health education program to improve mothers’ awareness of natal teeth: A randomized controlled study,10.1590/pboci.2020.093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088793234&doi=10.1590%2fpboci.2020.093&partnerID=40&md5=2d776be74655a6e3ef1aea023f26641c,2020
670,"Disparities in caries experience and socio-behavioural risk indicators among private school children in Lagos, Nigeria",10.1590/pboci.2020.102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088781723&doi=10.1590%2fpboci.2020.102&partnerID=40&md5=bd48cb07ae6cd2658e69d2f9adf231f5,2020
671,"Dental caries and associated factors among patients attending the university of gondar comprehensive hospital dental clinic, north west ethiopia: A hospital-based cross-sectional study",10.2147/CCIDE.S247179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085332831&doi=10.2147%2fCCIDE.S247179&partnerID=40&md5=edced01012241e3cf12ec1bc2ac712eb,2020
672,Health professionals oral health knowledge and practice: unleashing the hidden challenges,10.2147/JMDH.S254964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085296878&doi=10.2147%2fJMDH.S254964&partnerID=40&md5=56f50ea1ee7a95e8d5efd53a20b33be1,2020
673,Management of maxillofacial osteosarcomas in Kenya,10.4314/aas.v17i1.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084313074&doi=10.4314%2faas.v17i1.7&partnerID=40&md5=42c1f2ad1fbd6b74c7bec47253222340,2020
674,Dental Caries Pattern and Treatment Needs among Ugandan Adolescent Students: A Cross-Sectional Study,10.1155/2020/8135865,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082758318&doi=10.1155%2f2020%2f8135865&partnerID=40&md5=ee5e7b93a2bbd1b1d3cec9aaaa30c823,2020
675,"Mothers’ oral health literacy and children’s oral health status in Pikine, Senegal: A pilot study",10.1371/journal.pone.0226876,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078095456&doi=10.1371%2fjournal.pone.0226876&partnerID=40&md5=b4e82d46eb87c57287ebcb89f67aa942,2020
676,Assessing dental caries and related factors in 12-year-old Nigerian school children: Report from a Southeastern State,10.4103/ejgd.ejgd-89-19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077865365&doi=10.4103%2fejgd.ejgd-89-19&partnerID=40&md5=6a324a13c29d56b78cdadb9912abc167,2020
677,Pattern of malocclusion and caries experience in unrepaired cleft lip and palate patients in Enugu,10.4103/njcp.njcp_249_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077765690&doi=10.4103%2fnjcp.njcp_249_19&partnerID=40&md5=b18898158490f9d976c3e86a71ba5e01,2020
678,"Association between developmental dental anomalies, early childhood caries and oral hygiene status of 3-5-year-old children in Ile-Ife, Nigeria",10.1186/s12903-019-0991-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077460362&doi=10.1186%2fs12903-019-0991-2&partnerID=40&md5=703f05f781ac4855327c7b7c0cbee076,2019
679,Self-rated oral health status and social and health determinants among community dwelling adults in Kenya,10.4314/ahs.v19i4.37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078349091&doi=10.4314%2fahs.v19i4.37&partnerID=40&md5=636c416a674ea06e00ef5c169a509b20,2019
680,A retrospective clinico-pathologic analysis of cemento-osseous dysplasia in a South African patient population,10.4314/ahs.v19i4.38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078332158&doi=10.4314%2fahs.v19i4.38&partnerID=40&md5=e74383b5c9878f676c7e6c138571ccb4,2019
681,Oral mucosal melanoma in four Nigerian teaching hospitals,10.4103/njcp.njcp_176_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076122713&doi=10.4103%2fnjcp.njcp_176_19&partnerID=40&md5=f391f15b45d5fafd912265c853297c2a,2019
682,Dentinogenesis imperfecta in Osteogenesis imperfecta type XI in South Africa: a genotype–phenotype correlation,10.1038/s41405-019-0014-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071925566&doi=10.1038%2fs41405-019-0014-z&partnerID=40&md5=2e0b5973b29801fd92907256763d81c6,2019
683,"Association between malocclusion, caries and oral hygiene in children 6 to 12 years old resident in suburban Nigeria",10.1186/s12903-019-0959-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075709416&doi=10.1186%2fs12903-019-0959-2&partnerID=40&md5=880622ee512b12ade8f070515fbac60b,2019
684,Association between early childhood caries and malnutrition in a sub-urban population in Nigeria,10.1186/s12887-019-1810-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074961393&doi=10.1186%2fs12887-019-1810-2&partnerID=40&md5=1ab8d121a2b9f825befe34a8af50da51,2019
685,"Dental caries, body mass index, and diet among learners at selected primary schools in pretoria, Gauteng Province, South Africa",10.5005/jp-journals-10024-2685,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077476425&doi=10.5005%2fjp-journals-10024-2685&partnerID=40&md5=b44ea5d9a1df3a1dd6b4995c9498605a,2019
686,The dental complications of canine tooth bud removal in 2-12 years old children in Northwest Ethiopia,10.1186/s13104-019-4743-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074222480&doi=10.1186%2fs13104-019-4743-9&partnerID=40&md5=f03f792cf8250bd07ad193f6b053e99f,2019
687,Fluoride concentration in ground water and prevalence of dental fluorosis in Ethiopian Rift Valley: Systematic review and meta-analysis,10.1186/s12889-019-7646-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073437463&doi=10.1186%2fs12889-019-7646-8&partnerID=40&md5=6603871a912f20085845a3169806ae1f,2019
688,Accuracy of the lower third molar radiographic imaging to estimate age among Ugandan young people,10.1186/s13104-019-4686-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073118994&doi=10.1186%2fs13104-019-4686-1&partnerID=40&md5=b54111e4a49feca508de826b290a95d9,2019
689,"The burden of oral conditions among adolescents living with HIV at a clinic in Johannesburg, South Africa",10.1371/journal.pone.0222568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073427900&doi=10.1371%2fjournal.pone.0222568&partnerID=40&md5=0fc4388b5af28f77853f9bb1afcd2748,2019
690,Periodontal disease status among adults from South Africa-Prevalence and effect of smoking,10.3390/ijerph16193662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072782648&doi=10.3390%2fijerph16193662&partnerID=40&md5=3c9ae3a3d8e18f30dda8b8ce1c4bbc8b,2019
691,"Prevalence and presentation of hyperdontia in a non-syndromic, mixed Nigerian population",10.4317/jced.55767,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072747748&doi=10.4317%2fjced.55767&partnerID=40&md5=044276fcd293adfcee6932fd6eb3ba94,2019
692,"Sources and Factors Related to Oral Health-Care Information Among Dental Patients of a Teaching Hospital in Ibadan, Nigeria",10.1177/0272684X19833847,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062556372&doi=10.1177%2f0272684X19833847&partnerID=40&md5=50651b17ac54f290c060865993e9ae64,2019
693,Prevalence and Treatment Needs for Early Childhood Caries Among 3–5-Year-Old Children From a Rural Community in Uganda,10.3389/fpubh.2019.00259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072899161&doi=10.3389%2ffpubh.2019.00259&partnerID=40&md5=67f0d089637f8dd2b351a83a5a3b1456,2019
694,Prevalence and dental effects of infant oral mutilation or Ebiino among 3-5 year-old children from a rural district in Uganda,10.1186/s12903-019-0890-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071743224&doi=10.1186%2fs12903-019-0890-6&partnerID=40&md5=1e774a3e64a8c76fda9b73ed298cd81e,2019
695,Mandibular reconstruction with autogenous non-vascularised bone graft,10.4314/ahs.v19i3.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074712356&doi=10.4314%2fahs.v19i3.53&partnerID=40&md5=fac1cd2079880f08e0ec56ff9bb7b6b5,2019
696,Self-perception of dental appearance and aesthetics in a student population,10.1016/j.ortho.2019.06.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067669051&doi=10.1016%2fj.ortho.2019.06.010&partnerID=40&md5=fc9e273d458d984f18e98a62ed2fd630,2019
697,Oral diseases and oral health related behaviors in adolescents living in Maasai population areas of Tanzania: A cross-sectional study,10.1186/s12887-019-1655-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072022985&doi=10.1186%2fs12887-019-1655-8&partnerID=40&md5=dcd1ef66d5350745abaa1933d12eeb89,2019
698,"Etiology, pattern and outcome of management of facial lacerations in dar es salaam, tanzania",10.4314/thrb.v21i2.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090675247&doi=10.4314%2fthrb.v21i2.4&partnerID=40&md5=0664674c8470bbd63ee841f671590454,2019
699,"Cervicofacial necrotizing fasciitis among patients attending the Muhimbili National Hospital, Dar es Salaam, Tanzania",10.1186/s12879-019-4267-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069487491&doi=10.1186%2fs12879-019-4267-x&partnerID=40&md5=2ea50bf017396e73b5f43d61679ec596,2019
700,Prevalence and factors associated with dental caries in patients attending an HIV care clinic in Uganda: A cross sectional study,10.1186/s12903-019-0847-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069482071&doi=10.1186%2fs12903-019-0847-9&partnerID=40&md5=ec3be3cc4b1e0b448acad63d24c03f79,2019
701,"Age and reasons for first dental visit among children in Lagos, Nigeria",10.4103/npmj.npmj_60_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071496861&doi=10.4103%2fnpmj.npmj_60_19&partnerID=40&md5=cf9e22c9088c3147afe8009384738c99,2019
702,"Estimated incidence and Prevalence of noma in north central Nigeria, 2010–2018: A retrospective study",10.1371/journal.pntd.0007574,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071060956&doi=10.1371%2fjournal.pntd.0007574&partnerID=40&md5=e260d860b3755d02770c0883f24e2293,2019
703,"Cultural constraints in the use of dental implants and orthodontic mini-implants in Benin City, Nigeria",10.4103/njcp.njcp_491_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068939969&doi=10.4103%2fnjcp.njcp_491_18&partnerID=40&md5=10994a30438fb57f0b60c6e5089365a7,2019
704,Dental fluorosis and oral health in the African Esophageal Cancer Corridor: Findings from the Kenya ESCCAPE case–control study and a pan-African perspective,10.1002/ijc.32086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059903256&doi=10.1002%2fijc.32086&partnerID=40&md5=22873587a7ebd25ca8bc984058362d72,2019
705,Public knowledge about oral cancer in Uganda: a free dental camp experience,10.1108/JHR-07-2018-0062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066975517&doi=10.1108%2fJHR-07-2018-0062&partnerID=40&md5=31daa58e4f6c3cf342a20e91eb21e23e,2019
706,Comparative analysis of healthcare provision to individuals with cleft lip and/or palate at specialised academic centres in South Africa,10.7196/SAMJ.2019.v109i6.13654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069263794&doi=10.7196%2fSAMJ.2019.v109i6.13654&partnerID=40&md5=23f4808ac37d41aedcaa09229abb3fab,2019
707,Costs of dental care and its financial impacts on patients in a population with low availability of services,10.1922/CDH_4389Nyamuryekung’e06,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067266877&doi=10.1922%2fCDH_4389Nyamuryekung%e2%80%99e06&partnerID=40&md5=807e1e4f986331a6e5444fe3341344d7,2019
708,Gingival recession and localized aggressive periodontitis among HIV-infected children and adolescents receiving antiretroviral therapy,10.1097/INF.0000000000002166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066496075&doi=10.1097%2fINF.0000000000002166&partnerID=40&md5=2c7935d4f4d2da39f71e8a2dc6849ad6,2019
709,Oral habits and malocclusion in children resident in Ile-Ife Nigeria,10.1007/s40368-018-0391-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066147456&doi=10.1007%2fs40368-018-0391-3&partnerID=40&md5=904d4f72b442780d67c67f08b4fbe7f2,2019
710,"Prevalence of dental fluorosis among 12-15-year-old students in Enugu Metropolis, Nigeria",10.4103/ijdr.IJDR_498_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070627775&doi=10.4103%2fijdr.IJDR_498_17&partnerID=40&md5=2b4a395644a0535015e14bfab7463c37,2019
711,Detection of herpes viruses in Ghanaian patients with periodontitis,10.1111/jicd.12386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066836679&doi=10.1111%2fjicd.12386&partnerID=40&md5=2bd3b7b032b24715b91fcd3f38482fad,2019
712,Empathy among dental students in a Nigerian institution,10.1111/eje.12412,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059958605&doi=10.1111%2feje.12412&partnerID=40&md5=d472ddbab19afdefcaceb9fef7fde07d,2019
713,Prevalence of traumatic dental injury to the anterior teeth in children attending paramilitary and nonparamilitary schools in Nigeria,10.4103/aam.aam_27_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065651431&doi=10.4103%2faam.aam_27_18&partnerID=40&md5=c1e7d4018cab14d38a041179f191611e,2019
714,The spectrum of intraoral bacteria seen in patients with cleft palates in an African setting,10.1002/mbo3.679,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064234047&doi=10.1002%2fmbo3.679&partnerID=40&md5=ca77592a732518a62b3052af645aad4d,2019
715,"Perceived and Assessed Dental Treatment Needs of Schoolchildren in Benoe Division, Cameroon",10.1177/2380084418814485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058463316&doi=10.1177%2f2380084418814485&partnerID=40&md5=c879442303c2c4db1a79d5b3901b7f78,2019
716,Occurrence of fluorosis in a population living in a high-fluoride groundwater area: Nakuru area in the Central Kenyan Rift Valley,10.1007/s10653-018-0180-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053250513&doi=10.1007%2fs10653-018-0180-2&partnerID=40&md5=c5a02f2139671b09dd53cb2297cf02f8,2019
717,Challenges Implementing Oral Health Promotion at Schools: Perspectives of Teachers and Health Managers,10.1007/s10643-018-0923-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056337975&doi=10.1007%2fs10643-018-0923-9&partnerID=40&md5=451f445a3b3b6b400863650b60764402,2019
718,Assessment of Severity of Illness and Monitoring Response to Treatment of Odontogenic Space Infection Using Serum Prealbumin,10.1007/s12663-018-1105-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074128117&doi=10.1007%2fs12663-018-1105-4&partnerID=40&md5=03cc1129d84f6af2c8582e8c8e759611,2019
719,Self-esteem following maxillofacial and orthopedic injuries: preliminary observations in sub-Saharan Africans,10.1007/s10006-018-0735-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057077717&doi=10.1007%2fs10006-018-0735-5&partnerID=40&md5=e6d6c563412ab6b695d6d6cba40c2987,2019
720,A geographical analysis of ethnic distribution of jaw ameloblastoma in Nigerians,10.4314/ahs.v19i1.44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065548775&doi=10.4314%2fahs.v19i1.44&partnerID=40&md5=1717b77c82009b2ea97a5b543797d919,2019
721,Pattern of distribution of reactive localised hyperplasia of the oral cavity in patients at a tertiary health institution in Nigeria,10.4314/ahs.v19i1.45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065540677&doi=10.4314%2fahs.v19i1.45&partnerID=40&md5=dd5b51d4491043c1517239c11e6873c2,2019
722,Tobacco use and oral sex practice among dental clinic attendees,10.1371/journal.pone.0213729,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062855569&doi=10.1371%2fjournal.pone.0213729&partnerID=40&md5=5f5dcaba28ef2922feb7008a93a3aa8b,2019
723,Cephalometric norms of a Burkina Faso population,10.1016/j.ortho.2019.01.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061372721&doi=10.1016%2fj.ortho.2019.01.002&partnerID=40&md5=f71500add94c4138e82ea1b426819ba7,2019
724,Dental development in a sample of South African HIV-positive children,10.1111/scd.12353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060178181&doi=10.1111%2fscd.12353&partnerID=40&md5=9731ca4c0823e437616a6af5a15c17ee,2019
725,Salivary bacterial count and its implications on the prevalence of oral conditions,10.5005/jp-journals-10024-2495,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064741226&doi=10.5005%2fjp-journals-10024-2495&partnerID=40&md5=27888f1db156e6c6c61867eb22981622,2019
726,"Clinical evaluation of postoperative fever in patients that had oral and maxillofacial surgery in university of Nigeria Teaching Hospital, Ituku-Ozalla, Enugu, Nigeria",10.4103/njcp.njcp_467_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061126754&doi=10.4103%2fnjcp.njcp_467_18&partnerID=40&md5=aaec8afabe0b16c56c8b3924efaaab59,2019
727,The timing of permanent tooth development in a Black Southern African population using the Demirjian method,10.1007/s00414-018-1968-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057311967&doi=10.1007%2fs00414-018-1968-4&partnerID=40&md5=5ff9f8187dc5d1abff25f53e056eb7fb,2019
728,Bayesian model with application to a study of dental caries,10.1186/s12903-018-0687-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059568819&doi=10.1186%2fs12903-018-0687-z&partnerID=40&md5=a422d66c1de8437411c587d1ca07183d,2019
729,Role of mobile health on patient enrollment for cleft lip-palate surgery: A comparative study using SMS blast text messaging in zimbabwe,10.1002/lio2.287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113981179&doi=10.1002%2flio2.287&partnerID=40&md5=4923437f671d8800fbd6153364bc8d53,2019
730,Position of mandibular foramen and its clinical implications,10.13128/ijae-11660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091381977&doi=10.13128%2fijae-11660&partnerID=40&md5=f712ea1ac319e935094c669b4fc0c742,2019
731,Benign fibro-osseous lesions of the jaws: A clinicopathologic study of 98 Tanzanian patients,10.1051/mbcb/2019026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091043430&doi=10.1051%2fmbcb%2f2019026&partnerID=40&md5=a5def70b726bc590ab24e7a5a9cc7d41,2019
732,"Orofacial injuries amongst commercial motorcyclists, drivers, and bus conductors in three rural communities, south-western Nigeria",10.121/J.2191-0367,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084812816&doi=10.121%2fJ.2191-0367&partnerID=40&md5=c798ec0ca5581ef9195fe221db2766eb,2019
733,"Oral epidemiological profile of patients attending public oral health services in haut Sassandra region, in Côte D’Ivoire",10.4081/jphia.2019.1064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082829188&doi=10.4081%2fjphia.2019.1064&partnerID=40&md5=46a810991cebbe5acb8c5ddff5625b04,2019
734,Antibiotic therapy in Endodontics: A survey from dental surgeons in Ivory Coast,10.32067/gie.2019.33.01.02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078168493&doi=10.32067%2fgie.2019.33.01.02&partnerID=40&md5=cd838fe105ce7b9d0d3036cbfaaddcab,2019
