"Study_ID","ID","Author","Affiliation ID","Affiliation","City","Country","TI","DO","UR","PY","lat","long"
601,2576,"Abate F.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2577,"Mohammed I.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2578,"Demissie Y.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2579,"Hailu A.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2580,"Hailu A.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2581,"Dawson D.V.",60024324,"University of Iowa","Iowa City","United States","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,41.63110235,-91.5407520164205
601,2582,"Deribew M.",60071181,"Addis Ababa University","Addis Ababa","Ethiopia","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,8.8855112,38.8106191231156
601,2584,"Gravem P.E.",60030280,"Haukeland Universitetssjukehus","Bergen","Norway","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,60.37358075,5.35904977558787
601,2585,"Mossey P.",60008877,"University of Dundee","Dundee","United Kingdom","Descriptive Epidemiology of Orofacial Clefts in Ethiopia","10.1097/SCS.0000000000003234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006321494&doi=10.1097%2fSCS.0000000000003234&partnerID=40&md5=30f46c313de85834b6df1449e88b5f7c",2017,56.45796755,-2.98214831353755
603,2594,"Adeniyi A.A.",60025593,"Lagos State University","Lagos","Nigeria","Predisposing, enabling and need factors influencing dental service utilization among a sample of adult Nigerians","10.18332/popmed/128504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124844468&doi=10.18332%2fpopmed%2f128504&partnerID=40&md5=e760ed996c7000f5a046746c8180fff7",2020,6.47333265,3.1995514771279
603,2595,"Oyapero A.",60025593,"Lagos State University","Lagos","Nigeria","Predisposing, enabling and need factors influencing dental service utilization among a sample of adult Nigerians","10.18332/popmed/128504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124844468&doi=10.18332%2fpopmed%2f128504&partnerID=40&md5=e760ed996c7000f5a046746c8180fff7",2020,6.47333265,3.1995514771279
604,2596,"Ernesta K.",60072923,"Ministry of Health Seychelles","Mahe","Seychelles","The oral health status of children aged 12 years in Seychelles in the years 1994 and 2000","10.1016/j.neuro.2020.09.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103121488&doi=10.1016%2fj.neuro.2020.09.013&partnerID=40&md5=71cb62f5cc16808d69cd8646abfb725f",2020,-4.63147315,55.4547969248642
605,2598,"Akinshipo A.O.",60006448,"University of Lagos","Lagos","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,6.5119319,3.39367856275101
605,2599,"Butali A.",60024324,"University of Iowa","Iowa City","United States","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,41.63110235,-91.5407520164205
605,2600,"Omitola O.G.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,4.9107657,6.91019230315209
605,2601,"Sigbeku O.F.",60006270,"University of Ibadan","Ibadan","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,7.4470781,3.89349759828948
605,2602,"Soyele O.O.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,7.5204371,4.52330036788097
605,2603,"Osunde O.D.",60021765,"University of Calabar","Calabar","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,4.9462428,8.34961144151673
605,2606,"Omeje K.U.",60104685,"Aminu Kano Teaching Hospital","Kano","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,11.9630456,8.55034210353827
605,2607,"Lawal A.O.",60006270,"University of Ibadan","Ibadan","Nigeria","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,7.4470781,3.89349759828948
605,2609,"Adeola H.A.",60031569,"University of the Western Cape","Bellville","South Africa","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,-33.93273025,18.6286400458391
605,2610,"Adeola H.A.",60003757,"Groote Schuur Hospital","Observatory","South Africa","Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study","10.4103/njcp.njcp_315_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733051&doi=10.4103%2fnjcp.njcp_315_20&partnerID=40&md5=c647814a87b706950791bbf95ee1a287",2020,-33.94116975,18.4626165098731
606,2611,"Umanah A.U.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Activated Charcoal-based Dental Products: Awareness, Knowledge and Opinion of Dental Practitioners in a Tertiary Hospital in Nigeria","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097916126&partnerID=40&md5=88d1e77604a71c26a9f090fcd2dc6f9a",2020,4.9107657,6.91019230315209
606,2612,"Otakhoigbogie U.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Activated Charcoal-based Dental Products: Awareness, Knowledge and Opinion of Dental Practitioners in a Tertiary Hospital in Nigeria","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097916126&partnerID=40&md5=88d1e77604a71c26a9f090fcd2dc6f9a",2020,4.9107657,6.91019230315209
606,2613,"Soroye M.O.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Activated Charcoal-based Dental Products: Awareness, Knowledge and Opinion of Dental Practitioners in a Tertiary Hospital in Nigeria","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097916126&partnerID=40&md5=88d1e77604a71c26a9f090fcd2dc6f9a",2020,4.9107657,6.91019230315209
607,2614,"Kimotho S.G.",60108773,"United States International University, Africa","Nairobi","Kenya","Social stigma and cultural beliefs associated with cleft lip and/or palate: parental perceptions of their experience in Kenya","10.1057/s41599-020-00677-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097544029&doi=10.1057%2fs41599-020-00677-7&partnerID=40&md5=9121441d483896888a69a92861a2bd1c",2020,-1.2136405,36.8793053326604
607,2615,"Macharia F.N.",60070346,"Daystar University","Nairobi","Kenya","Social stigma and cultural beliefs associated with cleft lip and/or palate: parental perceptions of their experience in Kenya","10.1057/s41599-020-00677-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097544029&doi=10.1057%2fs41599-020-00677-7&partnerID=40&md5=9121441d483896888a69a92861a2bd1c",2020,-1.2973428,36.8022159
608,2616,"Coker M.O.",60016226,"Rutgers School of Dental Medicine","Newark","United States","Immune status, and not HIV infection or exposure, drives the development of the oral microbiota","10.1038/s41598-020-67487-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087306150&doi=10.1038%2fs41598-020-67487-4&partnerID=40&md5=c91b00b74f3b2f11346d48c13b4b1c34",2020,40.74137755,-74.1897392461183
608,2622,"Obuekwe O.",60017980,"University of Benin","Benin","Nigeria","Immune status, and not HIV infection or exposure, drives the development of the oral microbiota","10.1038/s41598-020-67487-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087306150&doi=10.1038%2fs41598-020-67487-4&partnerID=40&md5=c91b00b74f3b2f11346d48c13b4b1c34",2020,6.33441425,5.59982711348408
608,2623,"Omoigberale A.",60017980,"University of Benin","Benin","Nigeria","Immune status, and not HIV infection or exposure, drives the development of the oral microbiota","10.1038/s41598-020-67487-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087306150&doi=10.1038%2fs41598-020-67487-4&partnerID=40&md5=c91b00b74f3b2f11346d48c13b4b1c34",2020,6.33441425,5.59982711348408
609,2631,"Molete M.",60016218,"University of the Witwatersrand, Johannesburg","Johannesburg","South Africa","Implementation fidelity of school oral health programs at a District in South Africa","10.1371/journal.pone.0241988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096348457&doi=10.1371%2fjournal.pone.0241988&partnerID=40&md5=fb7beca37f96cc0a6b5d2c1ff7180a06",2020,-26.19288995,28.0304320979311
609,2632,"Stewart A.",60016218,"University of the Witwatersrand, Johannesburg","Johannesburg","South Africa","Implementation fidelity of school oral health programs at a District in South Africa","10.1371/journal.pone.0241988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096348457&doi=10.1371%2fjournal.pone.0241988&partnerID=40&md5=fb7beca37f96cc0a6b5d2c1ff7180a06",2020,-26.19288995,28.0304320979311
609,2633,"Igumbor J.",60012841,"Wits School of Public Health","Johannesburg","South Africa","Implementation fidelity of school oral health programs at a District in South Africa","10.1371/journal.pone.0241988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096348457&doi=10.1371%2fjournal.pone.0241988&partnerID=40&md5=fb7beca37f96cc0a6b5d2c1ff7180a06",2020,-26.1774955,28.0450417147727
610,2634,"Makanjuola J.O.",60006448,"University of Lagos","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.5119319,3.39367856275101
610,2635,"Umesi D.C.",60006448,"University of Lagos","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.5119319,3.39367856275101
610,2636,"Umesi D.C.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.51885255,3.35571593850208
610,2638,"Enone L.L.",60026284,"Lagos State University Teaching Hospital","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.5896612,3.34219759420264
610,2639,"Sotunde O.A.",60004465,"Bayero University","Kano","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,12.0160591,8.5065423
610,2640,"Omo J.O.",60017980,"University of Benin","Benin","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.33441425,5.59982711348408
610,2641,"Idon P.I.",60013763,"University of Maiduguri","Maiduguri","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,11.8251734,13.1826716
610,2642,"Alalade O.",60104685,"Aminu Kano Teaching Hospital","Kano","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,11.9630456,8.55034210353827
610,2644,"Ekowmwnhenhen U.I.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.51885255,3.35571593850208
610,2645,"Arotiba G.T.",60006448,"University of Lagos","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.5119319,3.39367856275101
610,2646,"Arotiba G.T.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey","10.1111/eje.12554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087319159&doi=10.1111%2feje.12554&partnerID=40&md5=194fd4268ff36f25d932e07fbada5b86",2020,6.51885255,3.35571593850208
611,2647,"Folayan M.O.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Association between nutritional status and early childhood caries risk profile in a suburban Nigeria community","10.1111/ipd.12645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083450612&doi=10.1111%2fipd.12645&partnerID=40&md5=4f4b3e6fd190c45ec1ca68b932a7c84b",2020,7.5204371,4.52330036788097
611,2650,"Alade M.",60025593,"Lagos State University","Lagos","Nigeria","Association between nutritional status and early childhood caries risk profile in a suburban Nigeria community","10.1111/ipd.12645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083450612&doi=10.1111%2fipd.12645&partnerID=40&md5=4f4b3e6fd190c45ec1ca68b932a7c84b",2020,6.47333265,3.1995514771279
611,2652,"Finlayson T.L.",60018926,"San Diego State University","San Diego","United States","Association between nutritional status and early childhood caries risk profile in a suburban Nigeria community","10.1111/ipd.12645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083450612&doi=10.1111%2fipd.12645&partnerID=40&md5=4f4b3e6fd190c45ec1ca68b932a7c84b",2020,32.7761529,-117.073303669219
612,2653,"Fadnes L.T.",60029622,"Universitetet i Bergen","Bergen","Norway","Antiretroviral treatment and its impact on oral health outcomes in 5 to 7 year old Ugandan children: A 6 year follow-up visit from the ANRS 12174 randomized trial","10.1097/MD.0000000000022352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092470098&doi=10.1097%2fMD.0000000000022352&partnerID=40&md5=b3fbe6ec226808439386636cdaf8aa65",2020,60.26958,5.222626
612,2654,"Fadnes L.T.",60030280,"Haukeland Universitetssjukehus","Bergen","Norway","Antiretroviral treatment and its impact on oral health outcomes in 5 to 7 year old Ugandan children: A 6 year follow-up visit from the ANRS 12174 randomized trial","10.1097/MD.0000000000022352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092470098&doi=10.1097%2fMD.0000000000022352&partnerID=40&md5=b3fbe6ec226808439386636cdaf8aa65",2020,60.37358075,5.35904977558787
616,2675,"Isiekwe I.G.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria","10.1016/j.ejwf.2020.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089073409&doi=10.1016%2fj.ejwf.2020.07.001&partnerID=40&md5=b73f92713a24cf7d26b919ef2861ded3",2020,6.51885255,3.35571593850208
616,2676,"Adeyemi T.E.",60104685,"Aminu Kano Teaching Hospital","Kano","Nigeria","Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria","10.1016/j.ejwf.2020.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089073409&doi=10.1016%2fj.ejwf.2020.07.001&partnerID=40&md5=b73f92713a24cf7d26b919ef2861ded3",2020,11.9630456,8.55034210353827
616,2677,"Aikins E.A.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria","10.1016/j.ejwf.2020.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089073409&doi=10.1016%2fj.ejwf.2020.07.001&partnerID=40&md5=b73f92713a24cf7d26b919ef2861ded3",2020,4.9107657,6.91019230315209
616,2678,"Umeh O.D.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria","10.1016/j.ejwf.2020.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089073409&doi=10.1016%2fj.ejwf.2020.07.001&partnerID=40&md5=b73f92713a24cf7d26b919ef2861ded3",2020,6.51885255,3.35571593850208
617,2681,"Adeniyi A.",60025593,"Lagos State University","Lagos","Nigeria","Association between maternal socioeconomic factors, decision-making status, and dental utilization by children with early childhood caries in sub-urban Nigeria","10.1111/jphd.12383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087607129&doi=10.1111%2fjphd.12383&partnerID=40&md5=2d8c65193e9ce506da14eb91365dde75",2020,6.47333265,3.1995514771279
617,2683,"Finlayson T.L.",60018926,"San Diego State University","San Diego","United States","Association between maternal socioeconomic factors, decision-making status, and dental utilization by children with early childhood caries in sub-urban Nigeria","10.1111/jphd.12383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087607129&doi=10.1111%2fjphd.12383&partnerID=40&md5=2d8c65193e9ce506da14eb91365dde75",2020,32.7761529,-117.073303669219
619,2688,"Adekunle A.A.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,6.51885255,3.35571593850208
619,2689,"Adamson O.",60006448,"University of Lagos","Lagos","Nigeria","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,6.5119319,3.39367856275101
619,2690,"James O.",60006448,"University of Lagos","Lagos","Nigeria","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,6.5119319,3.39367856275101
619,2691,"Ogunlewe O.M.",60006448,"University of Lagos","Lagos","Nigeria","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,6.5119319,3.39367856275101
619,2692,"Butali A.",60024324,"University of Iowa","Iowa City","United States","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,41.63110235,-91.5407520164205
619,2693,"Adeyemo W.L.",60006448,"University of Lagos","Lagos","Nigeria","Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort","10.1177/1055665620919312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083548677&doi=10.1177%2f1055665620919312&partnerID=40&md5=e22bdedbbd3df5fbe225a5139200c4f6",2020,6.5119319,3.39367856275101
620,2694,"Enabulele J.E.",60017980,"University of Benin","Benin","Nigeria","Teaching of dental implantology to undergraduate dental students: The Nigerian experience","10.1111/eje.12525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082326077&doi=10.1111%2feje.12525&partnerID=40&md5=c8a291dc276b5bb6c5089bc61c85f24a",2020,6.33441425,5.59982711348408
620,2695,"Omo J.O.",60017980,"University of Benin","Benin","Nigeria","Teaching of dental implantology to undergraduate dental students: The Nigerian experience","10.1111/eje.12525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082326077&doi=10.1111%2feje.12525&partnerID=40&md5=c8a291dc276b5bb6c5089bc61c85f24a",2020,6.33441425,5.59982711348408
621,2696,"Tolessa M.",60071196,"Jimma University","Jimma","Ethiopia","Epidemiology of orthodontic treatment need in southwestern Ethiopian children: A cross sectional study using the index of orthodontic treatment need","10.1186/s12903-020-01196-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088439367&doi=10.1186%2fs12903-020-01196-2&partnerID=40&md5=0c15a0104a032292e2704e5fd987010a",2020,7.6792877,36.8533247504354
621,2697,"Singel A.T.",60071196,"Jimma University","Jimma","Ethiopia","Epidemiology of orthodontic treatment need in southwestern Ethiopian children: A cross sectional study using the index of orthodontic treatment need","10.1186/s12903-020-01196-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088439367&doi=10.1186%2fs12903-020-01196-2&partnerID=40&md5=0c15a0104a032292e2704e5fd987010a",2020,7.6792877,36.8533247504354
621,2698,"Merga H.",60071196,"Jimma University","Jimma","Ethiopia","Epidemiology of orthodontic treatment need in southwestern Ethiopian children: A cross sectional study using the index of orthodontic treatment need","10.1186/s12903-020-01196-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088439367&doi=10.1186%2fs12903-020-01196-2&partnerID=40&md5=0c15a0104a032292e2704e5fd987010a",2020,7.6792877,36.8533247504354
622,2700,"Folayan M.O.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Association between adverse childhood experiences, bullying, self-esteem, resilience, social support, caries and oral hygiene in children and adolescents in sub-urban Nigeria","10.1186/s12903-020-01160-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087920313&doi=10.1186%2fs12903-020-01160-0&partnerID=40&md5=6c6122fddcf36b52d1dd40b2a5c2fd2f",2020,7.5204371,4.52330036788097
622,2702,"Oginni O.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Association between adverse childhood experiences, bullying, self-esteem, resilience, social support, caries and oral hygiene in children and adolescents in sub-urban Nigeria","10.1186/s12903-020-01160-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087920313&doi=10.1186%2fs12903-020-01160-0&partnerID=40&md5=6c6122fddcf36b52d1dd40b2a5c2fd2f",2020,7.5204371,4.52330036788097
624,2711,"James O.",60006448,"University of Lagos","Lagos","Nigeria","Management of orofacial cleft in Nigeria - A retrospective study","10.4103/ams.ams_104_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098719908&doi=10.4103%2fams.ams_104_20&partnerID=40&md5=830d88a8fb0f8319496b9e0029403cb1",2020,6.5119319,3.39367856275101
624,2712,"Adekunle A.A.",60199625,"Lagos University Teaching Hospital","Lagos","Nigeria","Management of orofacial cleft in Nigeria - A retrospective study","10.4103/ams.ams_104_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098719908&doi=10.4103%2fams.ams_104_20&partnerID=40&md5=830d88a8fb0f8319496b9e0029403cb1",2020,6.51885255,3.35571593850208
624,2713,"Adamson O.O.",60006448,"University of Lagos","Lagos","Nigeria","Management of orofacial cleft in Nigeria - A retrospective study","10.4103/ams.ams_104_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098719908&doi=10.4103%2fams.ams_104_20&partnerID=40&md5=830d88a8fb0f8319496b9e0029403cb1",2020,6.5119319,3.39367856275101
